"","sk_caracterizacao_turismo_informal","Ano","massa_salarial","Número de ocupações","Gênero","Idade","Remuneração","Instrução","Horas Trabalhadas/Semana","Contribuição à Previdência Social","co_regiao_geografica","Região","Atividade Característica do Turismo"
"712",9224,2013,59828.37262,93.9459876,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"713",9175,2013,1643.850235,7.6239814,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"714",9205,2012,16266.1346,33.7006313,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"715",8649,2012,722.437133,1.4448743,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"716",8981,2013,17638.6663,6.6071404,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"717",9648,2013,145826.4551,32.7065471,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"718",8666,2015,28206.24765,14.1031238,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",39,"Sudeste","Cultura e Lazer"
"719",7959,2012,7636.830802,10.4790623,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"720",9201,2013,6967.453362,8.7093167,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"721",7225,2013,NA,7.5374209,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"722",7221,2015,16130.417,26.4773183,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"723",8693,2013,1673.59085,3.3471817,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"724",8640,2015,73173.77967,112.8716874,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"725",7598,2013,NA,8.8044681,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"726",9348,2012,18984.19844,9.6147362,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"727",8199,2013,733.500251,3.056251,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"728",8595,2014,1320.123575,1.9470849,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"729",9612,2013,17462.58271,9.7465578,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"730",8075,2012,125028.8517,42.4446452,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"731",8174,2014,54297.43325,30.0966833,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"732",7560,2013,41948.54375,6.991424,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Cultura e Lazer"
"733",7234,2013,NA,4.3080489,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"734",7784,2015,25731.54528,12.8657726,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"735",7510,2014,130524.2652,165.1318403,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"736",8318,2015,18741.23034,18.7412303,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"737",9331,2014,103607.9732,45.019759,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"738",8451,2012,11738.02976,7.8253532,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"739",7724,2012,6975.743398,10.0760738,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"740",9499,2013,5315.569911,20.3054321,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"741",9300,2013,13625.86426,8.9294522,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"742",9588,2012,15444.26607,5.8280249,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"743",9213,2014,1244.213458,1.6589513,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",18,"Norte","Cultura e Lazer"
"744",9098,2012,12177.84822,6.1195833,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"745",9343,2014,11547.17402,10.5736316,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"746",7768,2015,1007212.85,94.7570618,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"747",7467,2012,8164.008625,5.8314347,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"748",9019,2013,NA,2.328792,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"749",8055,2014,126764.2594,60.513301,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"750",7644,2013,8056.96667,11.2558281,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",45,"Sul","Cultura e Lazer"
"751",9021,2014,0,3.6554505,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"752",8326,2013,NA,4.783033,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"753",7650,2015,10861.87464,11.1886701,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"754",8388,2012,2908.335052,6.254484,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"755",9636,2013,21340.48932,20.6213714,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"756",9463,2013,NA,3.2599587,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"757",8815,2014,79205.63178,108.2670567,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"758",8314,2014,0,7.3636257,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"759",7539,2013,2595.724699,3.2446559,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"760",9525,2012,16408.98547,5.4696618,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"761",9570,2012,4792.097228,4.7920972,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"762",7540,2013,23140.58434,38.2041,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"763",8477,2014,358916.6305,52.1408832,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"764",8789,2014,39536.37481,82.1674733,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"765",9266,2012,42679.0046,19.7338508,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"766",9451,2015,258647.8331,32.3309791,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",39,"Sudeste","Cultura e Lazer"
"767",9503,2012,2413.088982,2.413089,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",18,"Norte","Cultura e Lazer"
"768",9264,2012,14569.26857,15.0843437,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",30,"Nordeste","Cultura e Lazer"
"769",8519,2013,22832.28929,13.9429924,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"770",8970,2014,2798.864889,14.3607879,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"771",9528,2014,25972.93789,8.657646,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"772",9035,2014,5636.98718,12.7804141,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"773",9481,2015,NA,10.0575462,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"774",7912,2012,35859.08319,21.3603062,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"775",8039,2014,59094.90044,37.4311796,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"776",9658,2013,14129.5006,9.9120086,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"777",8762,2012,2125.797332,4.6399828,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"778",9254,2013,150943.4966,157.1933263,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"779",7945,2013,34218.54898,32.5485919,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"780",9356,2014,447182.5109,42.8075162,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",39,"Sudeste","Cultura e Lazer"
"781",8888,2013,4379.032153,35.1206982,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"782",7551,2012,3141.800463,3.1418005,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"783",7449,2012,1936.168756,3.5526032,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Contribuinte",18,"Norte","Cultura e Lazer"
"784",9140,2014,101686.6607,86.0166409,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"785",8984,2014,22345.11118,19.342401,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"786",8168,2013,10591.04653,4.1901636,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Contribuinte",18,"Norte","Cultura e Lazer"
"787",7632,2014,5978.585518,5.4350777,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"788",7927,2012,682.256223,1.4672177,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Contribuinte",18,"Norte","Cultura e Lazer"
"789",7901,2012,29911.51072,24.2064258,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"790",7963,2012,22777.54166,22.4940632,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"791",8349,2014,21708.24562,10.8541228,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"792",9103,2014,17756.35759,5.9187859,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"793",8140,2013,234530.9123,63.3689351,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","21 a 40 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"794",8456,2012,33972.02689,43.6587509,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"795",7453,2012,1839.607958,3.6792159,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"796",7926,2014,31965.17283,25.5650413,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"797",7331,2015,99004.49019,66.0672157,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"798",7328,2015,27543.29523,19.1908452,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"799",7870,2015,516354.6347,208.2618916,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"800",8667,2012,1353.911827,13.8334469,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"801",7569,2013,NA,3.3471817,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"802",9389,2014,2392.652046,7.9755068,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"803",9412,2015,7686.375379,43.643117,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"804",8823,2014,2682.856005,4.3132733,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",18,"Norte","Cultura e Lazer"
"805",8417,2013,6761.705743,4.5078038,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"806",7259,2013,40331.34638,51.2295923,"Masculino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"807",7213,2012,1193.884176,3.1418005,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"808",9557,2012,1674.262396,4.185656,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"809",8594,2013,3523.67681,11.6746021,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",45,"Sul","Cultura e Lazer"
"810",8316,2015,6945.600536,5.3427696,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"811",7386,2013,48319.61311,82.7103724,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"812",9569,2012,44394.57258,8.8789145,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"813",9452,2015,94231.60676,37.6576124,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",45,"Sul","Cultura e Lazer"
"814",8928,2015,49275.03026,68.4763368,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"815",8192,2014,267763.2429,27.9844459,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"816",8724,2012,6445.123106,9.7741642,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Contribuinte",30,"Nordeste","Cultura e Lazer"
"817",9426,2014,846.938283,1.6938766,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"818",7593,2012,660.247957,4.3793096,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",18,"Norte","Cultura e Lazer"
"819",7837,2013,NA,8.028204,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Superior completo","21 a 40 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"820",8516,2012,56038.47196,27.4334524,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"821",7767,2015,775197.5899,158.098241,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",39,"Sudeste","Cultura e Lazer"
"822",8205,2015,30075.24095,17.8970804,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"823",7355,2013,2704.667216,6.761668,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"824",9551,2013,351.435578,5.0205083,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"825",9408,2012,343.260797,7.6280177,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","6º a 9º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"826",8776,2012,7156.670781,11.6930546,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"827",8372,2014,56874.32091,14.4454426,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","21 a 40 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"828",8818,2012,2288.4723,3.6792159,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Contribuinte",18,"Norte","Cultura e Lazer"
"829",9379,2014,2792.57001,13.96285,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"830",9464,2014,10962.3227,8.4325559,"Feminino","50 anos ou mais","Até 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"831",9640,2014,36703.60872,35.4667944,"Feminino","50 anos ou mais","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"832",8742,2014,21354.08377,43.1599684,"Feminino","Até 24 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",45,"Sul","Cultura e Lazer"
"833",8185,2013,296618.8187,125.7058028,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","41 horas ou mais","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"834",8619,2015,3079.160334,10.9970012,"Feminino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"835",7246,2013,152.641673,1.2720139,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",18,"Norte","Cultura e Lazer"
"836",8266,2014,6910.582414,36.6324855,"Masculino","50 anos ou mais","Até 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"837",8066,2013,675434.4905,350.8096787,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"838",7318,2012,17625.41558,36.0040773,"Masculino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"839",9000,2012,3841.428608,29.4829497,"Feminino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"840",9167,2013,8293.826364,10.367283,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"841",7891,2013,243994.711,353.177351,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"842",7586,2014,11024.825,26.8319985,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"843",8360,2014,75745.46784,80.4406418,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"844",7402,2013,12360.68085,18.6207385,"Masculino","Até 24 anos","Mais de 1/2 salário mínimo","Até 5º ano","41 horas ou mais","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"845",7980,2012,14153.4529,14.3888321,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","6º a 9º ano","21 a 40 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"846",8669,2012,1446.919359,1.9552964,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",45,"Sul","Cultura e Lazer"
"847",8111,2013,17348.4791,14.2587441,"Masculino","25 a 49 anos","Mais de 1/2 salário mínimo","Superior completo","Até 20 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"848",7263,2014,8381.823471,44.7679595,"Masculino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
"849",8675,2015,16268.66957,29.5671675,"Feminino","Até 24 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","41 horas ou mais","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"850",9210,2013,41549.36673,28.6848137,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","Até 20 horas","Contribuinte",39,"Sudeste","Cultura e Lazer"
"851",7265,2015,4274.215714,10.6855393,"Masculino","Até 24 anos","Até 1/2 salário mínimo","6º a 9º ano","Até 20 horas","Não contribuinte",18,"Norte","Cultura e Lazer"
"852",8354,2012,1621.046232,4.0526156,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Até 5º ano","Até 20 horas","Não contribuinte",55,"Centro-Oeste","Cultura e Lazer"
"853",8478,2014,33868.58275,23.1511866,"Masculino","50 anos ou mais","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Contribuinte",45,"Sul","Cultura e Lazer"
"854",9255,2013,234343.1825,208.6773589,"Feminino","25 a 49 anos","Mais de 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",39,"Sudeste","Cultura e Lazer"
"855",7753,2015,284446.4287,308.1435157,"Masculino","25 a 49 anos","Até 1/2 salário mínimo","Ensino médio e superior incompleto","21 a 40 horas","Não contribuinte",30,"Nordeste","Cultura e Lazer"
